invite_id,invite_sent_at,invite_carrier,carrier_response,response_date,is_sold,actual_annual_premium
51870,2020-09-01 10:24:56.610 UTC,UnitedHealthcare,decline_to_bid,2020-09-20,FALSE,
51872,2020-09-01 10:24:59.012 UTC,Medical Mutual,decline_to_bid,2020-09-09,FALSE,
51873,2020-09-01 10:25:00.239 UTC,Cigna,decline_to_bid,2020-10-13,FALSE,
51874,2020-09-01 10:25:01.462 UTC,Guardian,decline_to_bid,2020-09-24,FALSE,
51875,2020-09-01 10:25:02.762 UTC,MetLife,decline_to_bid,2020-09-10,FALSE,
51877,2020-09-01 10:25:05.404 UTC,Unum,decline_to_bid,2020-09-15,FALSE,
51871,2020-09-01 10:24:57.800 UTC,Lincoln,bid_submitted,2020-09-22,FALSE,7017.36
51876,2020-09-01 10:25:04.024 UTC,Hartford,bid_submitted,2020-10-22,TRUE,4581.36
51878,2020-09-01 10:25:06.365 UTC,Anthem,decline_to_bid,2020-09-28,FALSE,
51879,2020-09-01 10:25:07.261 UTC,UnitedHealthcare,decline_to_bid,2020-09-20,FALSE,
51881,2020-09-01 10:25:08.331 UTC,Medical Mutual,decline_to_bid,2020-09-09,FALSE,
51882,2020-09-01 10:25:08.874 UTC,Cigna,decline_to_bid,2020-10-13,FALSE,
51883,2020-09-01 10:25:09.444 UTC,Guardian,decline_to_bid,2020-09-24,FALSE,
51884,2020-09-01 10:25:09.978 UTC,MetLife,decline_to_bid,2020-09-10,FALSE,
51886,2020-09-01 10:25:11.100 UTC,Unum,decline_to_bid,2020-09-15,FALSE,
51880,2020-09-01 10:25:07.789 UTC,Lincoln,bid_submitted,2020-09-22,FALSE,79562.76
51885,2020-09-01 10:25:10.527 UTC,Hartford,bid_submitted,2020-10-22,TRUE,61821.12
51887,2020-09-01 10:25:11.618 UTC,Anthem,decline_to_bid,2020-09-28,FALSE,
51888,2020-09-01 10:25:12.060 UTC,UnitedHealthcare,decline_to_bid,2020-09-20,FALSE,
51890,2020-09-01 10:25:12.949 UTC,Medical Mutual,decline_to_bid,2020-09-09,FALSE,
51891,2020-09-01 10:25:13.397 UTC,Cigna,decline_to_bid,2020-10-13,FALSE,
51892,2020-09-01 10:25:13.860 UTC,Guardian,decline_to_bid,2020-09-24,FALSE,
51893,2020-09-01 10:25:14.306 UTC,MetLife,decline_to_bid,2020-09-10,FALSE,
51895,2020-09-01 10:25:15.170 UTC,Unum,decline_to_bid,2020-09-15,FALSE,
51889,2020-09-01 10:25:12.510 UTC,Lincoln,bid_submitted,2020-09-22,FALSE,20795.4
51894,2020-09-01 10:25:14.741 UTC,Hartford,bid_submitted,2020-10-22,TRUE,22181.76
61052,2020-10-21 17:40:43.458 UTC,Lincoln,decline_to_bid,2020-10-22,FALSE,
61054,2020-10-21 17:40:47.238 UTC,MetLife,decline_to_bid,2020-11-02,FALSE,
61428,2020-10-27 13:43:55.279 UTC,Sun Life,decline_to_bid,2020-10-30,FALSE,
61520,2020-10-28 15:26:28.243 UTC,Standard,bid_submitted,2020-10-28,TRUE,55518.6
61053,2020-10-21 17:40:45.367 UTC,Guardian,no_response,,FALSE,
61056,2020-10-21 17:40:51.058 UTC,Unum,no_response,,FALSE,
61057,2020-10-21 17:40:52.393 UTC,Lincoln,decline_to_bid,2020-10-22,FALSE,
61059,2020-10-21 17:40:53.204 UTC,MetLife,decline_to_bid,2020-11-02,FALSE,
61429,2020-10-27 13:43:56.545 UTC,Sun Life,decline_to_bid,2020-10-30,FALSE,
61521,2020-10-28 15:26:29.522 UTC,Standard,bid_submitted,2020-11-03,TRUE,11530.08
61058,2020-10-21 17:40:52.800 UTC,Guardian,no_response,,FALSE,
61061,2020-10-21 17:40:54.046 UTC,Unum,no_response,,FALSE,
61047,2020-10-21 17:40:40.711 UTC,Lincoln,decline_to_bid,2020-10-22,FALSE,
61049,2020-10-21 17:40:41.532 UTC,MetLife,decline_to_bid,2020-11-02,FALSE,
61427,2020-10-27 13:43:54.284 UTC,Sun Life,decline_to_bid,2020-10-30,FALSE,
61519,2020-10-28 15:26:27.283 UTC,Standard,bid_submitted,2020-10-28,TRUE,8697.36
61048,2020-10-21 17:40:41.135 UTC,Guardian,no_response,,FALSE,
61051,2020-10-21 17:40:42.451 UTC,Unum,no_response,,FALSE,
61062,2020-10-21 17:40:54.626 UTC,Lincoln,decline_to_bid,2020-10-22,FALSE,
61064,2020-10-21 17:40:56.224 UTC,MetLife,decline_to_bid,2020-11-02,FALSE,
61430,2020-10-27 13:43:57.170 UTC,Sun Life,decline_to_bid,2020-10-30,FALSE,
61522,2020-10-28 15:26:30.047 UTC,Standard,bid_submitted,2020-11-03,TRUE,179842.08
61063,2020-10-21 17:40:55.434 UTC,Guardian,no_response,,FALSE,
61066,2020-10-21 17:40:57.691 UTC,Unum,no_response,,FALSE,
61093,2020-10-22 02:17:31.052 UTC,UnitedHealthcare,no_response,,FALSE,
61094,2020-10-22 02:17:31.644 UTC,Reliance Standard,no_response,,FALSE,
61095,2020-10-22 02:17:32.101 UTC,UnitedHealthcare,no_response,,FALSE,
61096,2020-10-22 02:17:32.460 UTC,Reliance Standard,no_response,,FALSE,
61097,2020-10-22 02:17:32.766 UTC,UnitedHealthcare,no_response,,FALSE,
61098,2020-10-22 02:17:33.071 UTC,Reliance Standard,no_response,,FALSE,
61099,2020-10-22 02:31:15.468 UTC,UnitedHealthcare,decline_to_bid,2020-11-09,FALSE,
61100,2020-10-22 02:31:16.115 UTC,Reliance Standard,bid_submitted,2020-11-09,FALSE,
61105,2020-10-22 12:30:43.995 UTC,Guardian,bid_submitted,2020-10-28,FALSE,
61101,2020-10-22 02:31:16.586 UTC,UnitedHealthcare,decline_to_bid,2020-11-09,FALSE,
61102,2020-10-22 02:31:16.981 UTC,Reliance Standard,bid_submitted,2020-11-09,FALSE,
61106,2020-10-22 12:30:44.482 UTC,Guardian,bid_submitted,2020-10-28,FALSE,
61103,2020-10-22 02:31:17.306 UTC,UnitedHealthcare,decline_to_bid,2020-11-09,FALSE,
61104,2020-10-22 02:31:17.641 UTC,Reliance Standard,bid_submitted,2020-11-09,FALSE,
61107,2020-10-22 12:30:44.817 UTC,Guardian,bid_submitted,2020-10-28,FALSE,
30797,2020-04-16 13:15:15.227 UTC,Lincoln,decline_to_bid,2020-04-17,FALSE,
30798,2020-04-16 13:15:16.739 UTC,MetLife,bid_submitted,2020-04-27,FALSE,5695.2
30799,2020-04-16 13:15:18.187 UTC,Guardian,bid_submitted,2020-04-22,FALSE,9156
33040,2020-05-20 13:03:26.712 UTC,Prudential,decline_to_bid,2020-05-28,FALSE,
33041,2020-05-20 13:03:27.342 UTC,Reliance Standard,decline_to_bid,2020-05-26,FALSE,
33042,2020-05-20 13:03:27.945 UTC,Sun Life,decline_to_bid,2020-05-20,FALSE,
32249,2020-05-05 13:15:49.455 UTC,Guardian,decline_to_bid,2020-05-19,FALSE,
32250,2020-05-05 13:15:50.093 UTC,Hartford,decline_to_bid,2020-05-26,FALSE,
32822,2020-05-14 21:27:28.966 UTC,Cigna,bid_submitted,2020-05-28,FALSE,167523.6
32246,2020-05-05 13:15:47.583 UTC,Lincoln,bid_submitted,2020-05-27,FALSE,147001.2
32247,2020-05-05 13:15:48.223 UTC,Standard,bid_submitted,2020-05-26,FALSE,160666.8
32248,2020-05-05 13:15:48.834 UTC,MetLife,bid_submitted,2020-05-28,FALSE,128552.64
32251,2020-05-05 13:15:50.743 UTC,Unum,bid_submitted,2020-05-20,FALSE,149686.32
62814,2020-12-02 22:33:08.111 UTC,Medical Mutual,bid_submitted,2020-12-02,TRUE,135385.44
33043,2020-05-20 13:03:28.520 UTC,Prudential,decline_to_bid,2020-05-28,FALSE,
33044,2020-05-20 13:03:29.023 UTC,Reliance Standard,decline_to_bid,2020-05-26,FALSE,
33045,2020-05-20 13:03:29.662 UTC,Sun Life,decline_to_bid,2020-05-20,FALSE,
32255,2020-05-05 13:15:53.120 UTC,Guardian,decline_to_bid,2020-05-19,FALSE,
32256,2020-05-05 13:15:53.665 UTC,Hartford,decline_to_bid,2020-05-26,FALSE,
32823,2020-05-14 21:27:29.599 UTC,Cigna,bid_submitted,2020-05-28,FALSE,2575043.88
32252,2020-05-05 13:15:51.349 UTC,Lincoln,bid_submitted,2020-05-27,FALSE,2301933.12
32253,2020-05-05 13:15:52.028 UTC,Standard,bid_submitted,2020-05-26,FALSE,2389718.76
32254,2020-05-05 13:15:52.580 UTC,MetLife,bid_submitted,2020-05-28,FALSE,2477504.28
32257,2020-05-05 13:15:54.191 UTC,Unum,bid_submitted,2020-05-20,FALSE,2809138.8
62815,2020-12-02 22:33:08.763 UTC,Medical Mutual,bid_submitted,2020-12-02,TRUE,2007363.72
53524,2020-09-08 17:38:29.616 UTC,Principal,decline_to_bid,2020-09-22,FALSE,
53525,2020-09-08 17:38:30.002 UTC,Lincoln,decline_to_bid,2020-10-27,FALSE,
53529,2020-09-08 17:38:31.601 UTC,Standard,decline_to_bid,2020-09-29,FALSE,
53526,2020-09-08 17:38:30.417 UTC,Guardian,bid_submitted,2020-10-22,TRUE,20509.68
53527,2020-09-08 17:38:30.806 UTC,MetLife,bid_submitted,2020-09-29,FALSE,12785.76
53528,2020-09-08 17:38:31.191 UTC,Mutual Of Omaha,bid_submitted,2020-10-01,FALSE,18472.2
53559,2020-09-08 17:38:52.885 UTC,Blue Cross Blue Shield,no_response,,FALSE,
53531,2020-09-08 17:38:32.817 UTC,Principal,decline_to_bid,2020-09-22,FALSE,
53532,2020-09-08 17:38:34.074 UTC,Lincoln,decline_to_bid,2020-10-27,FALSE,
53533,2020-09-08 17:38:35.316 UTC,Guardian,decline_to_bid,2020-10-22,FALSE,
53534,2020-09-08 17:38:36.575 UTC,MetLife,decline_to_bid,2020-09-29,FALSE,
53535,2020-09-08 17:38:37.814 UTC,Mutual Of Omaha,decline_to_bid,2020-10-01,FALSE,
53536,2020-09-08 17:38:39.058 UTC,Standard,decline_to_bid,2020-09-29,FALSE,
53560,2020-09-08 17:38:53.789 UTC,Blue Cross Blue Shield,no_response,,FALSE,
53538,2020-09-08 17:38:41.112 UTC,Principal,decline_to_bid,2020-09-22,FALSE,
53539,2020-09-08 17:38:41.386 UTC,Lincoln,decline_to_bid,2020-10-27,FALSE,
53543,2020-09-08 17:38:42.531 UTC,Standard,decline_to_bid,2020-09-29,FALSE,
53540,2020-09-08 17:38:41.654 UTC,Guardian,bid_submitted,2020-11-24,TRUE,3466.08
53541,2020-09-08 17:38:41.926 UTC,MetLife,bid_submitted,2020-09-29,FALSE,3669.24
53542,2020-09-08 17:38:42.233 UTC,Mutual Of Omaha,bid_submitted,2020-10-01,FALSE,2151.36
53561,2020-09-08 17:38:54.568 UTC,Blue Cross Blue Shield,no_response,,FALSE,
53545,2020-09-08 17:38:43.096 UTC,Principal,decline_to_bid,2020-09-22,FALSE,
53546,2020-09-08 17:38:43.420 UTC,Lincoln,decline_to_bid,2020-10-27,FALSE,
53548,2020-09-08 17:38:44.080 UTC,MetLife,decline_to_bid,2020-09-29,FALSE,
53550,2020-09-08 17:38:44.769 UTC,Standard,decline_to_bid,2020-09-29,FALSE,
53547,2020-09-08 17:38:43.731 UTC,Guardian,bid_submitted,2020-10-22,TRUE,861.36
53549,2020-09-08 17:38:44.428 UTC,Mutual Of Omaha,bid_submitted,2020-10-01,FALSE,861.36
53562,2020-09-08 17:38:54.855 UTC,Blue Cross Blue Shield,no_response,,FALSE,
53552,2020-09-08 17:38:45.409 UTC,Principal,decline_to_bid,2020-09-22,FALSE,
53553,2020-09-08 17:38:45.696 UTC,Lincoln,decline_to_bid,2020-10-27,FALSE,
53557,2020-09-08 17:38:46.795 UTC,Standard,decline_to_bid,2020-09-29,FALSE,
53554,2020-09-08 17:38:45.972 UTC,Guardian,bid_submitted,2020-10-22,TRUE,9691.68
53555,2020-09-08 17:38:46.245 UTC,MetLife,bid_submitted,2020-09-29,FALSE,
53556,2020-09-08 17:38:46.515 UTC,Mutual Of Omaha,bid_submitted,2020-10-01,FALSE,10176.24
53563,2020-09-08 17:38:55.173 UTC,Blue Cross Blue Shield,no_response,,FALSE,
56288,2020-09-17 22:18:19.874 UTC,Guardian,bid_submitted,2020-09-23,TRUE,
56289,2020-09-17 22:18:20.511 UTC,Sun Life,bid_submitted,2020-09-28,FALSE,
56290,2020-09-17 22:18:21.089 UTC,Reliance Standard,bid_submitted,2020-09-25,FALSE,
56291,2020-09-17 22:18:21.509 UTC,Guardian,bid_submitted,2020-09-23,TRUE,
56292,2020-09-17 22:18:21.791 UTC,Sun Life,bid_submitted,2020-09-28,FALSE,
56293,2020-09-17 22:18:22.079 UTC,Reliance Standard,bid_submitted,2020-09-25,FALSE,
56294,2020-09-17 22:18:22.382 UTC,Guardian,bid_submitted,2020-09-23,TRUE,
56295,2020-09-17 22:18:22.706 UTC,Sun Life,bid_submitted,2020-09-29,FALSE,
56296,2020-09-17 22:18:23.041 UTC,Reliance Standard,bid_submitted,2020-09-25,FALSE,
29235,2020-03-24 15:58:51.951 UTC,Mutual Of Omaha,decline_to_bid,2020-04-10,FALSE,
29233,2020-03-24 15:58:38.686 UTC,Lincoln,bid_submitted,2020-04-03,FALSE,16891.2
29234,2020-03-24 15:58:45.565 UTC,Principal,bid_submitted,2020-04-02,FALSE,15422.4
29236,2020-03-24 15:58:58.510 UTC,Dearborn Group,bid_submitted,2020-05-06,FALSE,21077.28
29237,2020-03-24 15:59:05.375 UTC,MetLife,bid_submitted,2020-04-07,FALSE,19094.4
29238,2020-03-24 15:59:12.729 UTC,Sun Life,no_response,,FALSE,
29217,2020-03-24 15:57:47.910 UTC,Mutual Of Omaha,decline_to_bid,2020-04-10,FALSE,
29215,2020-03-24 15:57:40.726 UTC,Lincoln,bid_submitted,2020-04-03,FALSE,13226.4
29216,2020-03-24 15:57:44.224 UTC,Principal,bid_submitted,2020-04-02,FALSE,12825.6
29218,2020-03-24 15:57:51.473 UTC,Dearborn Group,bid_submitted,2020-05-06,FALSE,15631.2
29219,2020-03-24 15:57:54.937 UTC,MetLife,bid_submitted,2020-04-07,FALSE,13066.08
29220,2020-03-24 15:57:58.452 UTC,Sun Life,no_response,,FALSE,
29223,2020-03-24 15:58:11.870 UTC,Mutual Of Omaha,decline_to_bid,2020-04-10,FALSE,
29221,2020-03-24 15:58:02.291 UTC,Lincoln,bid_submitted,2020-04-03,FALSE,89905.2
29222,2020-03-24 15:58:06.982 UTC,Principal,bid_submitted,2020-04-02,FALSE,96237.12
29224,2020-03-24 15:58:16.676 UTC,Dearborn Group,bid_submitted,2020-05-06,FALSE,94635.84
29225,2020-03-24 15:58:21.089 UTC,MetLife,bid_submitted,2020-04-07,FALSE,86695.56
29226,2020-03-24 15:58:25.592 UTC,Sun Life,bid_submitted,2020-04-15,FALSE,83513.4
29229,2020-03-24 15:58:32.959 UTC,Mutual Of Omaha,decline_to_bid,2020-04-10,FALSE,
29227,2020-03-24 15:58:30.029 UTC,Lincoln,bid_submitted,2020-04-03,FALSE,16295.64
29228,2020-03-24 15:58:31.545 UTC,Principal,bid_submitted,2020-04-16,FALSE,10398.48
29230,2020-03-24 15:58:34.335 UTC,Dearborn Group,bid_submitted,2020-05-06,FALSE,12452.76
29231,2020-03-24 15:58:35.742 UTC,MetLife,bid_submitted,2020-04-07,FALSE,11268
29232,2020-03-24 15:58:37.161 UTC,Sun Life,no_response,,FALSE,
28784,2020-03-12 14:25:14.998 UTC,Sun Life,decline_to_bid,2020-03-24,FALSE,
28785,2020-03-12 14:25:16.766 UTC,Guardian,decline_to_bid,2020-03-23,FALSE,
28782,2020-03-12 14:25:11.085 UTC,Lincoln,bid_submitted,2020-06-08,FALSE,61136.28
28783,2020-03-12 14:25:13.082 UTC,MetLife,bid_submitted,2020-03-17,FALSE,62703.84
28786,2020-03-12 14:25:18.583 UTC,Hartford,bid_submitted,2020-03-25,FALSE,39973.68
28787,2020-03-12 14:25:20.361 UTC,Unum,bid_submitted,2020-03-20,FALSE,50163.12
28807,2020-03-12 14:25:57.482 UTC,MetLife,decline_to_bid,2020-03-17,FALSE,
28808,2020-03-12 14:25:57.942 UTC,Sun Life,decline_to_bid,2020-03-24,FALSE,
28806,2020-03-12 14:25:55.436 UTC,Lincoln,bid_submitted,2020-03-26,FALSE,11046.96
28809,2020-03-12 14:25:58.415 UTC,Guardian,bid_submitted,2020-03-23,FALSE,4631.04
28810,2020-03-12 14:25:58.867 UTC,Hartford,bid_submitted,2020-03-25,FALSE,13603.68
28811,2020-03-12 14:25:59.330 UTC,Unum,bid_submitted,2020-03-20,FALSE,23541.12
28760,2020-03-12 14:24:52.120 UTC,Sun Life,decline_to_bid,2020-03-24,FALSE,
28758,2020-03-12 14:24:50.388 UTC,Lincoln,bid_submitted,2020-03-26,FALSE,70374.24
28759,2020-03-12 14:24:51.246 UTC,MetLife,bid_submitted,2020-03-17,FALSE,75150.24
28761,2020-03-12 14:24:52.976 UTC,Guardian,bid_submitted,2020-06-01,FALSE,74078.16
28762,2020-03-12 14:24:53.796 UTC,Hartford,bid_submitted,2020-03-25,FALSE,70569.12
28763,2020-03-12 14:24:54.595 UTC,Unum,bid_submitted,2020-03-20,FALSE,115113.48
33625,2020-06-01 22:38:53.496 UTC,Lincoln,decline_to_bid,2020-07-01,FALSE,
33627,2020-06-01 22:38:54.217 UTC,Mutual Of Omaha,decline_to_bid,2020-07-01,FALSE,
33630,2020-06-01 22:38:55.299 UTC,Sun Life,decline_to_bid,2020-06-30,FALSE,
33633,2020-06-01 22:38:56.379 UTC,Unum,decline_to_bid,2020-06-25,FALSE,
33626,2020-06-01 22:38:53.852 UTC,Principal,bid_submitted,2020-07-02,FALSE,
33628,2020-06-01 22:38:54.583 UTC,Standard,bid_submitted,2020-06-30,FALSE,
33629,2020-06-01 22:38:54.935 UTC,MetLife,bid_submitted,2020-06-19,FALSE,
33631,2020-06-01 22:38:55.657 UTC,Guardian,bid_submitted,2020-07-06,FALSE,
33632,2020-06-01 22:38:56.018 UTC,UnitedHealthcare,bid_submitted,2020-06-29,FALSE,
33634,2020-06-01 22:38:56.739 UTC,Dearborn Group,bid_submitted,2020-06-18,FALSE,
33210,2020-05-26 21:54:49.814 UTC,Blue Cross Blue Shield,no_response,,FALSE,
33589,2020-06-01 22:38:35.633 UTC,Mutual Of Omaha,decline_to_bid,2020-07-01,FALSE,
33592,2020-06-01 22:38:38.342 UTC,Sun Life,decline_to_bid,2020-06-30,FALSE,
33167,2020-05-26 21:54:30.027 UTC,Blue Cross Blue Shield,bid_submitted,2020-07-15,FALSE,60218.16
33587,2020-06-01 22:38:33.947 UTC,Lincoln,bid_submitted,2020-07-01,FALSE,46354.8
33588,2020-06-01 22:38:34.783 UTC,Principal,bid_submitted,2020-07-02,FALSE,43538.64
33590,2020-06-01 22:38:36.491 UTC,Standard,bid_submitted,2020-07-08,FALSE,49599
33591,2020-06-01 22:38:37.448 UTC,MetLife,bid_submitted,2020-07-24,TRUE,38510.28
33593,2020-06-01 22:38:39.171 UTC,Guardian,bid_submitted,2020-07-06,FALSE,43688.76
33594,2020-06-01 22:38:39.986 UTC,Unum,bid_submitted,2020-06-25,FALSE,44129.28
33595,2020-06-01 22:38:40.840 UTC,Dearborn Group,bid_submitted,2020-06-18,FALSE,44129.28
33598,2020-06-01 22:38:42.376 UTC,Mutual Of Omaha,decline_to_bid,2020-07-01,FALSE,
33601,2020-06-01 22:38:43.710 UTC,Sun Life,decline_to_bid,2020-06-30,FALSE,
33603,2020-06-01 22:38:44.621 UTC,Unum,decline_to_bid,2020-06-25,FALSE,
33178,2020-05-26 21:54:36.475 UTC,VSP,bid_submitted,2020-06-26,TRUE,5897.64
33596,2020-06-01 22:38:41.471 UTC,Lincoln,bid_submitted,2020-07-01,FALSE,7632.24
33597,2020-06-01 22:38:41.930 UTC,Principal,bid_submitted,2020-07-02,FALSE,5917.08
33599,2020-06-01 22:38:42.819 UTC,Standard,bid_submitted,2020-06-30,FALSE,5784.12
33600,2020-06-01 22:38:43.271 UTC,MetLife,bid_submitted,2020-07-24,FALSE,6377.52
33602,2020-06-01 22:38:44.157 UTC,Guardian,bid_submitted,2020-07-06,FALSE,6055.92
33604,2020-06-01 22:38:45.087 UTC,Dearborn Group,bid_submitted,2020-06-18,FALSE,7619.64
33177,2020-05-26 21:54:35.975 UTC,Blue Cross Blue Shield,no_response,,FALSE,
33607,2020-06-01 22:38:46.150 UTC,Mutual Of Omaha,decline_to_bid,2020-07-01,FALSE,
33610,2020-06-01 22:38:47.169 UTC,Sun Life,decline_to_bid,2020-06-30,FALSE,
33605,2020-06-01 22:38:45.454 UTC,Lincoln,bid_submitted,2020-07-01,FALSE,7541.4
33606,2020-06-01 22:38:45.790 UTC,Principal,bid_submitted,2020-07-02,FALSE,8886.6
33608,2020-06-01 22:38:46.497 UTC,Standard,bid_submitted,2020-06-30,FALSE,8478.96
33609,2020-06-01 22:38:46.833 UTC,MetLife,bid_submitted,2020-07-24,TRUE,8234.4
33611,2020-06-01 22:38:47.523 UTC,Guardian,bid_submitted,2020-07-06,FALSE,8560.44
33612,2020-06-01 22:38:47.860 UTC,UnitedHealthcare,bid_submitted,2020-06-29,FALSE,11413.92
33613,2020-06-01 22:38:48.207 UTC,Unum,bid_submitted,2020-07-22,FALSE,9335.04
33614,2020-06-01 22:38:48.539 UTC,Dearborn Group,bid_submitted,2020-06-18,FALSE,8927.4
33188,2020-05-26 21:54:40.456 UTC,Blue Cross Blue Shield,no_response,,FALSE,
33617,2020-06-01 22:38:49.828 UTC,Mutual Of Omaha,decline_to_bid,2020-07-01,FALSE,
33620,2020-06-01 22:38:51.219 UTC,Sun Life,decline_to_bid,2020-06-30,FALSE,
33615,2020-06-01 22:38:48.938 UTC,Lincoln,bid_submitted,2020-07-01,FALSE,16073.28
33616,2020-06-01 22:38:49.383 UTC,Principal,bid_submitted,2020-07-02,FALSE,17795.4
33618,2020-06-01 22:38:50.300 UTC,Standard,bid_submitted,2020-07-01,FALSE,17967.6
33619,2020-06-01 22:38:50.757 UTC,MetLife,bid_submitted,2020-07-24,TRUE,11997.6
33621,2020-06-01 22:38:51.691 UTC,Guardian,bid_submitted,2020-07-06,FALSE,18369.48
33622,2020-06-01 22:38:52.149 UTC,UnitedHealthcare,bid_submitted,2020-06-29,FALSE,18943.56
33623,2020-06-01 22:38:52.604 UTC,Unum,bid_submitted,2020-07-22,FALSE,19517.52
33624,2020-06-01 22:38:53.076 UTC,Dearborn Group,bid_submitted,2020-06-18,FALSE,23019.24
33199,2020-05-26 21:54:45.401 UTC,Blue Cross Blue Shield,no_response,,FALSE,
33852,2020-06-04 13:29:30.411 UTC,Lincoln,decline_to_bid,2020-06-11,FALSE,
33853,2020-06-04 13:29:30.763 UTC,Reliance Standard,bid_submitted,2020-06-16,FALSE,9480
33855,2020-06-04 13:29:31.467 UTC,Guardian,bid_submitted,2020-06-18,TRUE,9480
33856,2020-06-04 13:29:31.818 UTC,Unum,bid_submitted,2020-06-18,FALSE,11376
33854,2020-06-04 13:29:31.119 UTC,MetLife,no_response,,FALSE,
33857,2020-06-04 13:29:32.167 UTC,Lincoln,decline_to_bid,2020-06-11,FALSE,
33858,2020-06-04 13:29:32.495 UTC,Reliance Standard,bid_submitted,2020-06-16,FALSE,10446.12
33860,2020-06-04 13:29:33.179 UTC,Guardian,bid_submitted,2020-06-18,TRUE,10446.12
33861,2020-06-04 13:29:33.503 UTC,Unum,bid_submitted,2020-06-18,FALSE,10446.12
33859,2020-06-04 13:29:32.840 UTC,MetLife,no_response,,FALSE,
33862,2020-06-04 13:29:33.992 UTC,Lincoln,decline_to_bid,2020-06-11,FALSE,
33863,2020-06-04 13:29:34.684 UTC,Reliance Standard,bid_submitted,2020-06-16,FALSE,16424.76
33865,2020-06-04 13:29:36.113 UTC,Guardian,bid_submitted,2020-06-18,TRUE,16424.76
33866,2020-06-04 13:29:36.909 UTC,Unum,bid_submitted,2020-06-18,FALSE,40392.72
33864,2020-06-04 13:29:35.382 UTC,MetLife,no_response,,FALSE,
33867,2020-06-04 13:29:37.490 UTC,Lincoln,decline_to_bid,2020-06-11,FALSE,
33868,2020-06-04 13:29:37.965 UTC,Reliance Standard,bid_submitted,2020-06-16,FALSE,6195.48
33870,2020-06-04 13:29:38.887 UTC,Guardian,bid_submitted,2020-07-28,TRUE,6195.48
33871,2020-06-04 13:29:39.347 UTC,Unum,bid_submitted,2020-06-18,FALSE,6195.48
33869,2020-06-04 13:29:38.439 UTC,MetLife,no_response,,FALSE,
33872,2020-06-04 13:29:40.021 UTC,Lincoln,decline_to_bid,2020-06-11,FALSE,
33874,2020-06-04 13:29:41.632 UTC,Reliance Standard,decline_to_bid,2020-06-12,FALSE,
33873,2020-06-04 13:29:40.820 UTC,Delta Dental,bid_submitted,2020-06-12,TRUE,73196.88
33876,2020-06-04 13:29:43.254 UTC,Guardian,bid_submitted,2020-06-18,FALSE,71003.4
33877,2020-06-04 13:29:44.076 UTC,Unum,bid_submitted,2020-06-18,FALSE,72754.56
33875,2020-06-04 13:29:42.449 UTC,MetLife,no_response,,FALSE,
33878,2020-06-04 13:29:44.694 UTC,Lincoln,decline_to_bid,2020-06-11,FALSE,
33880,2020-06-04 13:29:45.603 UTC,Reliance Standard,decline_to_bid,2020-06-12,FALSE,
33879,2020-06-04 13:29:45.173 UTC,EyeMed,bid_submitted,2020-06-15,TRUE,517.44
33882,2020-06-04 13:29:46.523 UTC,Guardian,bid_submitted,2020-06-26,FALSE,11136.72
33883,2020-06-04 13:29:46.949 UTC,Unum,bid_submitted,2020-06-18,FALSE,13580.16
33881,2020-06-04 13:29:46.057 UTC,MetLife,no_response,,FALSE,
33884,2020-06-04 13:29:47.370 UTC,Lincoln,decline_to_bid,2020-06-11,FALSE,
33885,2020-06-04 13:29:47.754 UTC,Reliance Standard,bid_submitted,2020-06-16,FALSE,6356.16
33887,2020-06-04 13:29:48.518 UTC,Guardian,bid_submitted,2020-06-26,TRUE,5696.4
33888,2020-06-04 13:29:48.905 UTC,Unum,bid_submitted,2020-06-18,FALSE,8035.8
33886,2020-06-04 13:29:48.137 UTC,MetLife,no_response,,FALSE,
62955,2020-12-14 17:40:50.636 UTC,EyeMed,bid_submitted,2020-12-14,TRUE,
60874,2020-10-21 13:32:17.814 UTC,Principal,bid_submitted,2020-10-23,FALSE,3135.6
60876,2020-10-21 13:32:19.572 UTC,MetLife,bid_submitted,2020-11-02,FALSE,3622.08
60875,2020-10-21 13:32:18.686 UTC,Guardian,no_response,,FALSE,
60869,2020-10-21 13:32:11.714 UTC,Principal,bid_submitted,2020-10-23,FALSE,12783.12
60870,2020-10-21 13:32:12.973 UTC,Delta Dental,bid_submitted,2020-10-23,FALSE,13069.92
60872,2020-10-21 13:32:15.467 UTC,MetLife,bid_submitted,2020-11-02,FALSE,11492.4
60873,2020-10-21 13:32:16.743 UTC,Paramount Dental,bid_submitted,2020-12-14,TRUE,
60871,2020-10-21 13:32:14.196 UTC,Guardian,no_response,,FALSE,
26492,2020-01-13 22:12:30.341 UTC,Lincoln,bid_submitted,2020-01-23,FALSE,
26493,2020-01-13 22:12:34.441 UTC,Sun Life,no_response,,FALSE,
26494,2020-01-13 22:12:37.907 UTC,Guardian,no_response,,FALSE,
26495,2020-01-13 22:12:41.292 UTC,Lincoln,bid_submitted,2020-01-23,FALSE,
26496,2020-01-13 22:12:42.657 UTC,Sun Life,no_response,,FALSE,
26497,2020-01-13 22:12:44.090 UTC,Guardian,no_response,,FALSE,
26498,2020-01-13 22:12:45.726 UTC,Lincoln,decline_to_bid,2020-01-23,FALSE,
26499,2020-01-13 22:12:47.658 UTC,Sun Life,no_response,,FALSE,
26500,2020-01-13 22:12:49.564 UTC,Guardian,no_response,,FALSE,
